title,url,year
EXAMEN ESPECIAL DE UES - UNIVERSIDAD DE EL SALVADOR - USO DE VEHÍCULOS NACIONALES EN VACACIONES. PERIODO DEL 24-DIC-11 AL 31-DIC-11,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5095,2012
EXAMEN ESPECIAL DE MSPAS - MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL - USO DE VEHÍCULOS NACIONALES EN VACACIONES. PERIODO DEL 24-DIC-11 AL 31-DIC-11,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5094,2012
EXAMEN ESPECIAL DE MINED - MINISTERIO DE EDUCACION. PERIODO DEL 01-JUN-09 AL 31-DIC-09,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5096,2012
"EXAMEN ESPECIAL DE ISSS, ÁREA METROPOLITANA - USO DE VEHÍCULOS NACIONALES EN VACACIONES. PERIODO DEL 24-DIC-11 AL 31-DIC-11",http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5093,2012
EXAMEN ESPECIAL DE COMISIONES MUNICIPALES DE PROTECCION CIVIL INCLUIDAS EN LA ACTIVACION DE ALERTA NARANJA (CABAÑAS). PERIODO DEL 01-AGO-12 AL 30-SEP-12,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5097,2012
EXAMEN ESPECIAL DE CEL - USO DE VEHÍCULOS NACIONALES EN VACACIONES. PERIODO DEL 24-DIC-11 AL 31-DIC-11,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5092,2012
EXAMEN ESPECIAL DE CEL - PARTICIPACIÓN DEL ESTADO EN OPERACIONES FINANCIERAS DE SOCIEDAD DE INVERSIONES ENERGÉTICAS. PERIODO DEL 16-SEP-05 AL 31-DIC-06,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5091,2012
AUDITORIA FINANCIERA DE SIGET - SUPERINTENDENCIA GENERAL DE ELECTRICIDAD. PERIODO DEL 01-ENE-11 AL 31-DIC-11,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5101,2012
AUDITORIA FINANCIERA DE SIGET - SUPERINTENDENCIA GENERAL DE ELECTRICIDAD. PERIODO DEL 01-ENE-10 AL 31-DIC-10,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5100,2012
AUDITORIA FINANCIERA DE CSSP - CONSEJO SUPERIOR DE SALUD PÚBLICA. PERIODO DEL 01-ENE-10 AL 31-DIC-10,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5102,2012
AUDITORIA FINANCIERA DE CORSAIN - CORPORACIÓN SALVADOREÑA DE INVERSIONES. PERIODO DEL 01-ENE-11 AL 31-DIC-11,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5103,2012
AUDITORIA FINANCIERA DE CAMUDASAL - CAJA MUTUAL DEL ABOGADO DE EL SALVADOR. PERIODO DEL 01-ENE-10 AL 31-DIC-10,http://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/informes-finales-de-auditoria/direccion-de-auditoria-cuatro/2012?download=5099,2012
